CommitID,LocalRepoName,TargetDirectory
ec06ef6fb623a2d14b4bdb1c5181b9fd018bfa2d,core,lib\vba\core
052631180d263d32cb7b1ad93a90acfd61865264,winsock,lib\vba\iot
